vendor_id,name,domain,historical_rating,reliability_score,delivery_score,avg_delay_days,defect_rate,completed_contracts,cancellation_rate,verified
VND-0488,Williams-Hughes,IT Hardware,3.79,0.516,50.0,15.0,0.0291,75,0.011,0
VND-0489,King-Smith,Logistics & Freight,4.49,0.798,61.0,11.7,0.0121,188,0.015,1
VND-0490,Cooper Ltd,Raw Materials & Metals,4.37,0.748,72.9,8.1,0.0151,116,0.018,1
VND-0491,"Fuller, Ingram and Moss",Healthcare & Medical Supplies,4.17,0.667,66.6,10.0,0.02,38,0.006,1
VND-0492,Anderson-Bell,Software & Cloud Services,3.88,0.553,50.0,15.0,0.0268,257,0.025,0
VND-0493,Li-Thompson,Construction & Infrastructure,4.66,0.864,79.0,6.3,0.0082,278,0.005,1
VND-0494,"Marshall, Dominguez and Welch",Healthcare & Medical Supplies,4.61,0.844,72.9,8.1,0.0093,216,0.02,1
VND-0495,Brown Group,Construction & Infrastructure,4.06,0.623,66.9,9.9,0.0226,187,0.022,0
VND-0496,Carter Inc,IT Hardware,4.75,0.9,86.4,4.1,0.006,168,0.009,1
VND-0497,Blackwell LLC,Construction & Infrastructure,4.09,0.636,59.1,12.3,0.0218,71,0.036,0
VND-0498,Robertson-Hays,Logistics & Freight,4.2,0.68,52.5,14.2,0.0192,28,0.022,1
VND-0499,"Kennedy, Johnson and Lucas",Construction & Infrastructure,4.9,0.959,80.6,5.8,0.0025,131,0.009,1
VND-0500,Kelly-Norman,Construction & Infrastructure,4.94,0.975,85.7,4.3,0.0015,283,0.007,1
VND-0501,"Rivera, Martinez and Richardson",Healthcare & Medical Supplies,3.98,0.593,58.5,12.4,0.0244,209,0.01,0
VND-0502,Paul-Kline,Raw Materials & Metals,4.84,0.936,87.9,3.6,0.0038,71,0.004,1
VND-0503,Morgan-Lopez,Software & Cloud Services,4.76,0.903,83.6,4.9,0.0058,92,0.008,1
VND-0504,"Jimenez, Glass and Stone",Healthcare & Medical Supplies,4.62,0.846,84.2,4.7,0.0092,256,0.018,1
VND-0505,Acosta Inc,Construction & Infrastructure,4.06,0.625,59.9,12.0,0.0225,85,0.022,0
VND-0506,Morrison-Short,Logistics & Freight,4.03,0.611,63.5,11.0,0.0234,259,0.023,0
VND-0507,"Carter, Garcia and Murphy",Logistics & Freight,4.93,0.972,78.7,6.4,0.0017,250,0.009,1
VND-0508,Parker-Morrison,Software & Cloud Services,4.63,0.853,88.0,3.6,0.0088,150,0.013,1
VND-0509,Jackson-Wallace,Software & Cloud Services,3.98,0.59,60.6,11.8,0.0246,157,0.025,0
VND-0510,Williams-Berg,Healthcare & Medical Supplies,4.89,0.958,77.4,6.8,0.0025,167,0.009,1
VND-0511,Mendez-Graham,Logistics & Freight,4.62,0.849,68.8,9.4,0.0091,265,0.008,1
VND-0512,"Whitney, Gould and Jones",Construction & Infrastructure,4.91,0.962,100.0,0.1,0.0023,155,0.004,1
VND-0513,"Sullivan, Palmer and Brady",Raw Materials & Metals,4.93,0.972,88.2,3.5,0.0017,209,0.009,1
VND-0514,Cisneros and Sons,Logistics & Freight,4.83,0.931,96.2,1.1,0.0041,89,0.005,1
VND-0515,"Gregory, Kim and Martinez",Raw Materials & Metals,4.15,0.66,71.6,8.5,0.0204,55,0.015,1
VND-0516,Osborne LLC,Manufacturing & Heavy Machinery,3.8,0.519,51.8,14.5,0.0289,260,0.015,0
VND-0517,Reyes-Bradley,Construction & Infrastructure,4.04,0.615,50.6,14.8,0.0231,154,0.01,0
VND-0518,"Hernandez, Cole and Watson",Healthcare & Medical Supplies,3.85,0.538,56.0,13.2,0.0277,137,0.015,0
VND-0519,Hines-Berry,IT Hardware,4.17,0.67,70.0,9.0,0.0198,130,0.024,1
VND-0520,"Richardson, Edwards and Ramirez",IT Hardware,3.83,0.533,50.0,15.0,0.028,184,0.034,0
VND-0521,Johnson and Sons,Construction & Infrastructure,4.42,0.77,78.3,6.5,0.0138,85,0.003,1
VND-0522,Holmes-Mcintyre,Raw Materials & Metals,4.15,0.659,67.9,9.6,0.0204,95,0.017,1
VND-0523,Green LLC,Logistics & Freight,4.86,0.943,87.6,3.7,0.0034,117,0.01,1
VND-0524,"Griffin, Davies and Mitchell",IT Hardware,4.04,0.616,50.0,15.0,0.023,45,0.036,0
VND-0525,Gonzalez-Taylor,Healthcare & Medical Supplies,4.84,0.935,72.6,8.2,0.0039,133,0.008,1
VND-0526,Hayes Ltd,Software & Cloud Services,4.84,0.937,88.5,3.4,0.0038,34,0.012,1
VND-0527,Osborn-Cochran,IT Hardware,4.92,0.97,94.5,1.6,0.0018,105,0.01,1
VND-0528,Contreras-Mckinney,Software & Cloud Services,5.0,0.999,90.1,3.0,0.001,218,0.007,1
VND-0529,"Daniels, Vance and York",IT Hardware,4.71,0.884,81.5,5.6,0.007,163,0.015,1
VND-0530,"Mckinney, Graves and Thompson",Logistics & Freight,4.35,0.74,68.2,9.5,0.0156,69,0.027,1
VND-0531,Hicks-Martinez,Software & Cloud Services,4.84,0.937,95.2,1.4,0.0038,293,0.008,1
VND-0532,Conner and Sons,Manufacturing & Heavy Machinery,4.71,0.884,81.1,5.7,0.007,254,0.006,1
VND-0533,Johnson-Spencer,Healthcare & Medical Supplies,4.28,0.711,66.1,10.2,0.0174,98,0.024,1
VND-0534,Mcdonald-Bird,Logistics & Freight,4.05,0.619,50.0,15.0,0.0228,110,0.005,0
VND-0535,Salazar Inc,Manufacturing & Heavy Machinery,4.19,0.677,61.0,11.7,0.0194,113,0.009,1
VND-0536,Parker Ltd,Construction & Infrastructure,4.12,0.648,56.1,13.2,0.0211,222,0.031,0
VND-0537,"Mendoza, Jenkins and Ortiz",Software & Cloud Services,3.8,0.521,50.0,15.0,0.0287,220,0.033,0
VND-0538,"Jones, Compton and Day",Software & Cloud Services,4.98,0.994,91.7,2.5,0.001,259,0.003,1
VND-0539,Owens-Holmes,Manufacturing & Heavy Machinery,4.23,0.692,62.2,11.3,0.0185,211,0.011,1
VND-0540,Humphrey PLC,Healthcare & Medical Supplies,4.02,0.609,62.1,11.4,0.0235,183,0.015,0
VND-0541,"Matthews, Saunders and Anderson",Healthcare & Medical Supplies,4.73,0.893,70.6,8.8,0.0064,148,0.012,1
VND-0542,"Bartlett, Brown and Martinez",Software & Cloud Services,4.27,0.709,70.0,9.0,0.0175,75,0.017,1
VND-0543,Torres and Sons,Healthcare & Medical Supplies,4.93,0.972,85.3,4.4,0.0017,272,0.01,1
VND-0544,Donovan-Perez,Logistics & Freight,4.52,0.807,68.1,9.6,0.0116,75,0.016,1
VND-0545,"Jacobson, Singleton and King",Software & Cloud Services,4.99,0.996,80.1,6.0,0.001,128,0.003,1
VND-0546,"Huber, Hill and Weber",Construction & Infrastructure,4.93,0.971,91.1,2.7,0.0017,247,0.008,1
VND-0547,"Ferguson, Shaw and Jackson",Manufacturing & Heavy Machinery,4.51,0.804,72.0,8.4,0.0118,296,0.022,1
VND-0548,"Moore, Hopkins and Le",Healthcare & Medical Supplies,4.04,0.615,51.6,14.5,0.0231,126,0.031,0
VND-0549,"Morgan, Bradshaw and Williams",Construction & Infrastructure,4.03,0.61,53.6,13.9,0.0234,56,0.023,0
VND-0550,Miller Ltd,IT Hardware,4.72,0.89,78.4,6.5,0.0066,54,0.016,1
VND-0551,"Baker, Clark and Armstrong",Software & Cloud Services,3.82,0.529,52.5,14.2,0.0283,295,0.042,0
VND-0552,"Fowler, Jimenez and Burton",Manufacturing & Heavy Machinery,4.85,0.942,97.0,0.9,0.0035,91,0.003,1
VND-0553,May-Turner,Healthcare & Medical Supplies,4.99,0.997,80.1,6.0,0.001,74,0.006,1
VND-0554,Ballard Ltd,Raw Materials & Metals,4.25,0.698,70.1,9.0,0.0181,61,0.029,1
VND-0555,Evans-Jones,Raw Materials & Metals,4.62,0.848,71.2,8.6,0.0091,247,0.005,1
VND-0556,Moore Group,Healthcare & Medical Supplies,4.77,0.908,74.0,7.8,0.0055,44,0.009,1
VND-0557,Marshall-Peterson,Manufacturing & Heavy Machinery,4.03,0.612,60.4,11.9,0.0233,26,0.018,0
VND-0558,Edwards Ltd,IT Hardware,4.49,0.796,69.2,9.2,0.0122,126,0.015,1
VND-0559,Gross-Valencia,IT Hardware,3.86,0.546,56.3,13.1,0.0273,47,0.027,0
VND-0560,Anderson-Wood,Raw Materials & Metals,4.08,0.633,56.0,13.2,0.022,50,0.037,0
VND-0561,"Rodriguez, Allen and Martinez",Software & Cloud Services,4.86,0.944,92.6,2.2,0.0033,224,0.004,1
VND-0562,Wright-Davis,Raw Materials & Metals,4.83,0.931,94.7,1.6,0.0041,230,0.006,1
VND-0563,Dougherty-Lin,Healthcare & Medical Supplies,4.57,0.828,75.6,7.3,0.0103,208,0.01,1
VND-0564,Wright-Grimes,Manufacturing & Heavy Machinery,3.86,0.543,54.1,13.8,0.0274,291,0.011,0
VND-0565,Li PLC,Raw Materials & Metals,4.22,0.686,56.7,13.0,0.0188,106,0.033,1
VND-0566,"Edwards, Hines and Jimenez",Manufacturing & Heavy Machinery,4.65,0.862,78.0,6.6,0.0083,129,0.016,1
VND-0567,"Owens, Koch and Jimenez",Healthcare & Medical Supplies,3.85,0.541,50.0,15.0,0.0276,167,0.024,0
VND-0568,Landry PLC,Software & Cloud Services,4.6,0.842,66.2,10.1,0.0095,287,0.009,1
VND-0569,Levy-Lewis,Software & Cloud Services,4.81,0.926,80.6,5.8,0.0045,192,0.004,1
VND-0570,Williams-Campbell,Healthcare & Medical Supplies,4.35,0.74,73.9,7.8,0.0156,72,0.004,1
VND-0571,"Khan, Pena and Ruiz",IT Hardware,4.78,0.912,77.3,6.8,0.0053,23,0.005,1
VND-0572,"Smith, Rodriguez and Anderson",Healthcare & Medical Supplies,4.6,0.839,73.5,8.0,0.0097,32,0.011,1
VND-0573,Luna-Gallagher,IT Hardware,4.08,0.634,67.5,9.8,0.022,39,0.013,0
VND-0574,Williams-Williams,Manufacturing & Heavy Machinery,4.75,0.899,84.1,4.8,0.0061,134,0.01,1
VND-0575,"Lee, Tran and Jones",Logistics & Freight,4.81,0.925,96.7,1.0,0.0045,43,0.003,1
VND-0576,"Cole, Pierce and Bryan",Manufacturing & Heavy Machinery,4.64,0.854,82.9,5.1,0.0087,178,0.012,1
VND-0577,"Becker, Wilson and Hester",Software & Cloud Services,4.62,0.849,82.9,5.1,0.0091,179,0.007,1
VND-0578,Brooks-Hatfield,Logistics & Freight,4.52,0.809,84.2,4.7,0.0114,281,0.007,1
VND-0579,"Mcmillan, Fischer and Gonzalez",Healthcare & Medical Supplies,3.95,0.579,58.1,12.6,0.0252,300,0.04,0
VND-0580,"Morales, Williams and Williams",IT Hardware,4.84,0.936,75.4,7.4,0.0038,233,0.008,1
VND-0581,"Cook, Wells and Bryant",Logistics & Freight,4.78,0.913,77.0,6.9,0.0052,210,0.012,1
VND-0582,"Barry, Taylor and Velazquez",Raw Materials & Metals,4.17,0.668,68.1,9.6,0.0199,224,0.009,1
VND-0583,Martin-Ewing,Manufacturing & Heavy Machinery,3.95,0.58,56.2,13.1,0.0252,290,0.022,0
VND-0584,"Kirby, Wheeler and Romero",IT Hardware,4.79,0.916,79.9,6.0,0.005,88,0.012,1
VND-0585,"Patel, Erickson and Evans",Software & Cloud Services,3.76,0.503,50.0,15.0,0.0298,228,0.029,0
VND-0586,Richardson Ltd,Healthcare & Medical Supplies,4.52,0.808,83.5,5.0,0.0115,145,0.007,1
VND-0587,Whitney PLC,IT Hardware,4.54,0.816,64.1,10.8,0.011,245,0.02,1
VND-0588,Robles-Swanson,Raw Materials & Metals,4.54,0.817,75.3,7.4,0.011,112,0.004,1
VND-0589,"Soto, Carlson and Baker",Software & Cloud Services,4.72,0.89,71.8,8.5,0.0066,35,0.015,1
VND-0590,"Patton, Parsons and Lane",Manufacturing & Heavy Machinery,4.7,0.881,83.5,5.0,0.0072,126,0.01,1
VND-0591,"Williams, Castillo and Warren",IT Hardware,4.95,0.981,87.5,3.8,0.0011,170,0.009,1
VND-0592,"Harvey, Randall and Hernandez",IT Hardware,4.54,0.816,81.3,5.6,0.011,112,0.022,1
VND-0593,"Allen, Armstrong and Graves",Healthcare & Medical Supplies,3.88,0.551,61.0,11.7,0.0269,260,0.041,0
VND-0594,Smith LLC,Software & Cloud Services,4.61,0.844,66.8,10.0,0.0094,119,0.01,1
VND-0595,Hernandez-Vaughn,Construction & Infrastructure,4.13,0.65,64.4,10.7,0.021,159,0.016,1
VND-0596,Shaw-Carr,Construction & Infrastructure,3.83,0.534,52.9,14.1,0.028,172,0.016,0
VND-0597,Salas-Fitzgerald,Healthcare & Medical Supplies,4.18,0.673,68.1,9.6,0.0196,253,0.007,1
VND-0598,Thornton PLC,Logistics & Freight,3.81,0.523,54.5,13.6,0.0286,178,0.043,0
VND-0599,Hoffman Ltd,Software & Cloud Services,4.97,0.987,99.9,0.1,0.001,38,0.006,1
VND-0600,Fox-Edwards,Construction & Infrastructure,4.69,0.875,72.0,8.4,0.0075,23,0.006,1
VND-0601,Stevens PLC,Software & Cloud Services,4.7,0.879,68.0,9.6,0.0073,228,0.007,1
VND-0602,Payne-Lowe,Software & Cloud Services,3.78,0.511,50.0,15.0,0.0293,209,0.029,0
VND-0603,"Becker, Lara and Baker",Manufacturing & Heavy Machinery,4.36,0.744,73.7,7.9,0.0153,187,0.01,1
VND-0604,Lee-Wright,Healthcare & Medical Supplies,4.6,0.842,74.7,7.6,0.0095,266,0.011,1
VND-0605,"Evans, David and Hendrix",Construction & Infrastructure,4.09,0.637,70.9,8.7,0.0218,101,0.009,0
VND-0606,Bush-Vaughn,IT Hardware,4.28,0.713,64.1,10.8,0.0172,292,0.031,1
VND-0607,Stewart-Bailey,Healthcare & Medical Supplies,3.95,0.582,59.4,12.2,0.0251,53,0.039,0
VND-0608,"Hill, Martinez and Rhodes",Manufacturing & Heavy Machinery,4.62,0.847,65.2,10.4,0.0092,18,0.01,1
VND-0609,Huang-Foster,IT Hardware,3.85,0.541,54.9,13.5,0.0275,49,0.033,0
VND-0610,Blevins-Ballard,Construction & Infrastructure,4.57,0.827,66.7,10.0,0.0104,248,0.01,1
VND-0611,Williams-Moses,IT Hardware,4.94,0.975,78.9,6.3,0.0015,262,0.007,1
VND-0612,Reed Group,IT Hardware,4.29,0.716,69.8,9.1,0.017,297,0.015,1
VND-0613,"Scott, Mendoza and Harris",Logistics & Freight,4.27,0.71,68.1,9.6,0.0174,155,0.019,1
VND-0614,"Nelson, Hoffman and Nelson",Software & Cloud Services,4.25,0.699,54.6,13.6,0.0181,235,0.027,1
VND-0615,Gilbert PLC,Software & Cloud Services,4.98,0.992,82.3,5.3,0.001,64,0.005,1
VND-0616,Sanchez Ltd,Logistics & Freight,4.87,0.947,74.5,7.6,0.0032,284,0.004,1
VND-0617,"Perez, Hall and Garcia",Raw Materials & Metals,4.02,0.607,50.0,15.0,0.0236,218,0.008,0
VND-0618,Love-Garcia,Software & Cloud Services,4.56,0.826,71.2,8.6,0.0104,139,0.022,1
VND-0619,Smith PLC,Manufacturing & Heavy Machinery,4.83,0.932,81.0,5.7,0.0041,56,0.009,1
VND-0620,Russell Group,Raw Materials & Metals,4.96,0.984,80.7,5.8,0.001,31,0.002,1
VND-0621,Santos-Avila,IT Hardware,4.84,0.934,90.2,2.9,0.0039,258,0.002,1
VND-0622,Morris-Brewer,Raw Materials & Metals,4.71,0.885,90.7,2.8,0.0069,57,0.01,1
VND-0623,Pearson and Sons,Manufacturing & Heavy Machinery,4.7,0.881,84.1,4.8,0.0072,184,0.011,1
VND-0624,"Rodgers, Jefferson and Johnson",Software & Cloud Services,3.91,0.566,50.0,15.0,0.0261,285,0.04,0
VND-0625,Butler and Sons,IT Hardware,4.9,0.96,86.5,4.0,0.0024,258,0.004,1
VND-0626,Osborn Group,Construction & Infrastructure,4.75,0.898,82.3,5.3,0.0061,158,0.015,1
VND-0627,Lopez-Curry,Logistics & Freight,3.9,0.559,50.0,15.0,0.0265,106,0.041,0
VND-0628,Mcdowell-Smith,Manufacturing & Heavy Machinery,4.61,0.843,69.7,9.1,0.0094,121,0.013,1
VND-0629,"Morrison, Hebert and Rogers",Logistics & Freight,4.0,0.6,58.8,12.4,0.024,218,0.037,0
VND-0630,Hays-Daniels,Manufacturing & Heavy Machinery,3.83,0.532,50.0,15.0,0.0281,138,0.028,0
VND-0631,Small-Anderson,Manufacturing & Heavy Machinery,4.09,0.634,63.0,11.1,0.0219,291,0.015,0
VND-0632,"Mcdonald, Lee and Rodriguez",Logistics & Freight,4.14,0.655,61.9,11.4,0.0207,55,0.02,1
VND-0633,Simon Ltd,IT Hardware,3.76,0.506,50.0,15.0,0.0297,238,0.016,0
VND-0634,Higgins-Smith,Logistics & Freight,4.24,0.696,61.8,11.5,0.0182,218,0.031,1
VND-0635,Gibbs-Bradley,Raw Materials & Metals,4.5,0.8,63.1,11.1,0.012,154,0.019,1
VND-0636,Thompson Ltd,Raw Materials & Metals,4.62,0.847,85.4,4.4,0.0092,197,0.012,1
VND-0637,Wilcox-Robertson,Construction & Infrastructure,4.72,0.89,67.6,9.7,0.0066,209,0.003,1
VND-0638,Morales Inc,IT Hardware,4.35,0.74,57.0,12.9,0.0156,141,0.022,1
VND-0639,Holden Group,Healthcare & Medical Supplies,4.05,0.621,63.9,10.8,0.0227,209,0.029,0
VND-0640,Boyle-Smith,IT Hardware,3.93,0.571,50.0,15.0,0.0257,214,0.017,0
VND-0641,Young-Molina,Manufacturing & Heavy Machinery,4.52,0.809,74.0,7.8,0.0115,172,0.012,1
VND-0642,Turner-Sharp,Raw Materials & Metals,4.45,0.78,57.5,12.8,0.0132,82,0.005,1
VND-0643,Green LLC,IT Hardware,4.16,0.663,60.9,11.7,0.0202,299,0.02,1
VND-0644,"Young, Contreras and Marshall",Construction & Infrastructure,3.86,0.544,50.0,15.0,0.0274,196,0.027,0
VND-0645,Sullivan PLC,IT Hardware,3.79,0.517,50.0,15.0,0.029,181,0.041,0
VND-0646,"Carrillo, Vaughn and Fowler",Healthcare & Medical Supplies,4.25,0.698,54.5,13.6,0.0181,213,0.026,1
VND-0647,Richardson-Walker,Software & Cloud Services,4.46,0.784,79.5,6.1,0.013,139,0.016,1
VND-0648,Mendoza Group,Logistics & Freight,4.75,0.9,75.1,7.5,0.006,101,0.004,1
VND-0649,"Zhang, Brooks and Miles",Raw Materials & Metals,3.96,0.584,50.0,15.0,0.025,89,0.007,0
VND-0650,Todd-Pham,IT Hardware,4.55,0.818,76.8,7.0,0.0109,168,0.012,1
VND-0651,Gill Ltd,Raw Materials & Metals,3.79,0.516,53.7,13.9,0.0291,141,0.035,0
VND-0652,"Marks, Miller and Griffin",Software & Cloud Services,3.81,0.526,51.0,14.7,0.0284,115,0.024,0
VND-0653,"Cox, Stark and Rodriguez",Construction & Infrastructure,4.64,0.855,84.4,4.7,0.0087,217,0.008,1
VND-0654,"Leach, Harris and Herrera",Raw Materials & Metals,4.64,0.857,83.7,4.9,0.0086,183,0.01,1
VND-0655,Murphy PLC,Construction & Infrastructure,4.17,0.67,70.9,8.7,0.0198,84,0.013,1
VND-0656,Wilson-Harris,Software & Cloud Services,3.85,0.54,61.3,11.6,0.0276,117,0.024,0
VND-0657,"Burns, Nolan and Griffin",Healthcare & Medical Supplies,4.43,0.774,82.2,5.3,0.0136,178,0.01,1
VND-0658,Chavez PLC,Logistics & Freight,4.32,0.726,70.7,8.8,0.0164,139,0.012,1
VND-0659,Bryant-Brown,Construction & Infrastructure,4.41,0.763,77.8,6.7,0.0142,216,0.012,1
VND-0660,Chambers-Parker,Manufacturing & Heavy Machinery,3.85,0.541,50.0,15.0,0.0276,294,0.013,0
VND-0661,Foster Inc,Software & Cloud Services,4.06,0.624,52.0,14.4,0.0226,251,0.036,0
VND-0662,"Robinson, Jones and Henderson",IT Hardware,4.84,0.936,75.8,7.3,0.0038,164,0.011,1
VND-0663,"Brown, Mcknight and Michael",Software & Cloud Services,4.97,0.988,87.0,3.9,0.001,224,0.006,1
VND-0664,Andersen Group,Software & Cloud Services,3.98,0.591,61.2,11.6,0.0245,138,0.014,0
VND-0665,Mitchell and Sons,Construction & Infrastructure,4.57,0.829,77.2,6.8,0.0102,208,0.004,1
VND-0666,Cannon Ltd,Manufacturing & Heavy Machinery,4.44,0.778,75.5,7.4,0.0133,220,0.015,1
VND-0667,"Stuart, Brooks and Vance",Logistics & Freight,4.04,0.614,67.7,9.7,0.0231,293,0.006,0
VND-0668,Kane-Knox,IT Hardware,4.97,0.987,94.8,1.6,0.001,289,0.006,1
VND-0669,Miller-Brandt,Logistics & Freight,4.0,0.6,54.9,13.5,0.024,142,0.028,0
VND-0670,"Anderson, Dalton and Wilson",Healthcare & Medical Supplies,3.84,0.536,50.0,15.0,0.0278,37,0.028,0
VND-0671,"Long, Anderson and Irwin",Logistics & Freight,4.07,0.629,59.2,12.2,0.0223,219,0.037,0
VND-0672,Avila LLC,IT Hardware,4.84,0.934,94.7,1.6,0.004,235,0.003,1
VND-0673,Nunez-Stephens,Construction & Infrastructure,4.68,0.871,74.3,7.7,0.0077,276,0.014,1
VND-0674,"Gray, Hall and Murray",Raw Materials & Metals,4.18,0.673,60.2,11.9,0.0196,128,0.018,1
VND-0675,Hill Ltd,IT Hardware,4.98,0.994,75.4,7.4,0.001,271,0.002,1
VND-0676,Johnson Ltd,IT Hardware,4.83,0.934,85.8,4.3,0.004,166,0.007,1
VND-0677,Mendez-Mayer,Logistics & Freight,4.3,0.719,66.6,10.0,0.0168,87,0.013,1
VND-0678,Allen Inc,Logistics & Freight,4.36,0.743,75.4,7.4,0.0154,120,0.017,1
VND-0679,Wheeler Group,Raw Materials & Metals,4.88,0.95,82.9,5.1,0.003,239,0.009,1
VND-0680,"Powers, Brennan and Sanchez",Healthcare & Medical Supplies,4.1,0.638,58.8,12.4,0.0217,168,0.006,0
VND-0681,Morales and Sons,Healthcare & Medical Supplies,4.89,0.956,73.9,7.8,0.0026,190,0.008,1
VND-0682,"Robinson, Shields and Brown",Construction & Infrastructure,4.53,0.811,79.7,6.1,0.0113,139,0.013,1
VND-0683,"Holder, Young and Hendricks",Software & Cloud Services,4.67,0.867,65.6,10.3,0.008,233,0.018,1
VND-0684,"Flores, Harper and Chambers",Healthcare & Medical Supplies,4.64,0.858,90.6,2.8,0.0085,109,0.006,1
VND-0685,Young-Walter,Software & Cloud Services,3.97,0.59,50.0,15.0,0.0246,29,0.031,0
VND-0686,"Boyd, Gutierrez and Hill",Healthcare & Medical Supplies,4.96,0.986,78.7,6.4,0.001,234,0.004,1
VND-0687,"Fry, Hobbs and Buck",Manufacturing & Heavy Machinery,4.82,0.927,80.3,5.9,0.0044,157,0.011,1
VND-0688,"Shelton, Peters and Williams",Construction & Infrastructure,4.06,0.624,67.4,9.8,0.0226,67,0.031,0
VND-0689,David-Powers,IT Hardware,4.31,0.723,63.2,11.0,0.0166,181,0.009,1
VND-0690,"Flores, Butler and Hernandez",Healthcare & Medical Supplies,4.2,0.68,61.9,11.4,0.0192,265,0.02,1
VND-0691,White-Medina,Construction & Infrastructure,3.95,0.582,50.5,14.8,0.0251,213,0.027,0
VND-0692,Atkinson LLC,Construction & Infrastructure,4.96,0.985,77.4,6.8,0.001,195,0.008,1
VND-0693,"Thomas, Ford and Brown",Construction & Infrastructure,4.57,0.828,67.5,9.8,0.0103,167,0.02,1
VND-0694,Faulkner-Grant,Software & Cloud Services,4.72,0.887,66.3,10.1,0.0068,83,0.007,1
VND-0695,Price LLC,Software & Cloud Services,4.96,0.985,85.0,4.5,0.001,108,0.004,1
VND-0696,Rivera Inc,Construction & Infrastructure,4.05,0.618,50.0,15.0,0.0229,229,0.025,0
VND-0697,Boone-Davis,Construction & Infrastructure,3.96,0.585,53.6,13.9,0.0249,110,0.023,0
VND-0698,"Calderon, Williams and Bennett",Raw Materials & Metals,4.17,0.669,69.8,9.1,0.0199,103,0.021,1
VND-0699,"Morrison, Russo and Lopez",Raw Materials & Metals,4.29,0.715,58.1,12.6,0.0171,110,0.012,1
VND-0700,"Ramsey, Hansen and Mendoza",Raw Materials & Metals,4.52,0.809,79.4,6.2,0.0115,198,0.022,1
VND-0701,Turner-Stout,Construction & Infrastructure,3.96,0.584,50.0,15.0,0.025,211,0.04,0
VND-0702,Giles Ltd,Raw Materials & Metals,3.8,0.518,53.9,13.8,0.0289,224,0.034,0
VND-0703,Burgess Group,IT Hardware,4.58,0.832,76.8,7.0,0.0101,242,0.012,1
VND-0704,Dominguez Ltd,Logistics & Freight,4.81,0.922,91.7,2.5,0.0047,127,0.005,1
VND-0705,Sanders and Sons,Raw Materials & Metals,4.48,0.793,77.7,6.7,0.0124,162,0.007,1
VND-0706,"Morris, Campbell and Owens",IT Hardware,4.01,0.603,50.0,15.0,0.0238,268,0.024,0
VND-0707,"Howard, Green and Hunt",Manufacturing & Heavy Machinery,4.09,0.635,51.2,14.6,0.0219,152,0.03,0
VND-0708,Owens-Lang,IT Hardware,4.41,0.766,84.3,4.7,0.0141,292,0.023,1
VND-0709,"Harrison, Franco and Rocha",Raw Materials & Metals,3.8,0.52,50.0,15.0,0.0288,240,0.028,0
VND-0710,Edwards-Williams,IT Hardware,4.32,0.726,71.5,8.5,0.0164,141,0.012,1
VND-0711,Figueroa Inc,IT Hardware,4.15,0.658,60.2,11.9,0.0205,193,0.031,1
VND-0712,Tran-Silva,Software & Cloud Services,3.8,0.521,50.0,15.0,0.0288,75,0.037,0
VND-0713,"Butler, Hernandez and Rivera",Construction & Infrastructure,4.98,0.993,99.4,0.2,0.001,194,0.007,1
VND-0714,Hudson-Sanchez,Manufacturing & Heavy Machinery,3.76,0.502,55.4,13.4,0.0299,99,0.032,0
VND-0715,"Pena, Cohen and Scott",Construction & Infrastructure,4.55,0.82,80.1,6.0,0.0108,120,0.019,1
VND-0716,Levy-May,Software & Cloud Services,4.32,0.727,65.3,10.4,0.0164,158,0.019,1
VND-0717,Murray-Oconnor,Logistics & Freight,4.36,0.744,69.7,9.1,0.0153,164,0.011,1
VND-0718,Jackson-Cortez,Healthcare & Medical Supplies,3.92,0.57,50.0,15.0,0.0258,278,0.042,0
VND-0719,White-Preston,Manufacturing & Heavy Machinery,4.13,0.654,67.3,9.8,0.0208,84,0.035,1
VND-0720,"Bernard, Warren and Combs",Manufacturing & Heavy Machinery,4.0,0.601,57.9,12.6,0.0239,45,0.04,0
VND-0721,Landry Ltd,Healthcare & Medical Supplies,4.96,0.985,78.2,6.5,0.001,82,0.003,1
VND-0722,Duran Group,Healthcare & Medical Supplies,4.59,0.836,72.5,8.2,0.0098,141,0.017,1
VND-0723,Kirby and Sons,Logistics & Freight,4.84,0.934,74.1,7.8,0.004,87,0.008,1
VND-0724,Mann Inc,Healthcare & Medical Supplies,4.62,0.846,86.1,4.2,0.0092,207,0.011,1
VND-0725,Wagner LLC,Healthcare & Medical Supplies,4.93,0.972,95.3,1.4,0.0017,62,0.005,1
VND-0726,Williamson Ltd,Raw Materials & Metals,4.37,0.749,68.6,9.4,0.0151,203,0.015,1
VND-0727,"Durham, Hopkins and Smith",Manufacturing & Heavy Machinery,4.84,0.934,84.1,4.8,0.0039,16,0.012,1
VND-0728,"Arnold, Smith and Moreno",Healthcare & Medical Supplies,3.79,0.515,57.3,12.8,0.0291,249,0.032,0
VND-0729,Nichols-Mitchell,Raw Materials & Metals,4.61,0.845,79.3,6.2,0.0093,47,0.017,1
VND-0730,"Li, Craig and Drake",Raw Materials & Metals,4.02,0.608,56.3,13.1,0.0235,234,0.033,0
VND-0731,Rodriguez Inc,Construction & Infrastructure,4.24,0.697,64.6,10.6,0.0182,160,0.014,1
VND-0732,"Hernandez, Lee and Fox",Healthcare & Medical Supplies,3.88,0.553,50.6,14.8,0.0268,263,0.036,0
