bid_id,auction_id,vendor_id,price,price_ratio,reliability_score,delivery_score,historical_rating,defect_rate,avg_delay_days,completed_contracts,utility_score,is_fraud,timestamp,is_winner
BID-005242,AUC-0953,VND-0164,363406.14,0.895,0.777,74.5,4.44,0.0134,7.6,250,0.6089,0,2026-01-23 00:00:00,0
BID-005243,AUC-0953,VND-0622,352876.51,0.8691,0.885,90.7,4.71,0.0069,2.8,57,0.6839,0,2026-01-23 00:00:00,1
BID-005244,AUC-0954,VND-0048,460535.79,0.9708,0.885,83.3,4.71,0.0069,5.0,51,0.548,0,2026-01-17 00:00:00,0
BID-005245,AUC-0954,VND-0419,454119.73,0.9573,0.957,77.5,4.89,0.0026,6.8,117,0.5688,0,2026-01-17 00:00:00,0
BID-005246,AUC-0954,VND-0048,440882.75,0.9294,0.885,83.3,4.71,0.0069,5.0,51,0.5645,0,2026-01-17 00:00:00,0
BID-005247,AUC-0954,VND-0419,420638.44,0.8867,0.957,77.5,4.89,0.0026,6.8,117,0.597,0,2026-01-17 00:00:00,0
BID-005248,AUC-0954,VND-0150,407501.56,0.859,0.811,63.5,4.53,0.0113,11.0,291,0.5384,0,2026-01-17 00:00:00,0
BID-005249,AUC-0954,VND-0419,387807.98,0.8175,0.957,77.5,4.89,0.0026,6.8,117,0.6247,0,2026-01-17 00:00:00,1
BID-005250,AUC-0955,VND-0306,43790.79,0.9638,0.52,52.4,3.8,0.0288,14.3,70,0.4556,0,2026-05-29 00:00:00,0
BID-005251,AUC-0955,VND-0014,41982.55,0.924,0.6,59.5,4.0,0.024,12.2,66,0.5172,0,2026-05-29 00:00:00,0
BID-005252,AUC-0955,VND-0425,40790.43,0.8978,0.751,68.9,4.38,0.0149,9.3,110,0.6109,0,2026-05-29 00:00:00,1
BID-005253,AUC-0956,VND-0451,460011.8,0.9624,0.604,50.0,4.01,0.0238,15.0,297,0.4242,0,2026-04-19 00:00:00,0
BID-005254,AUC-0956,VND-0186,444925.7,0.9308,0.55,50.0,3.88,0.027,15.0,266,0.4217,0,2026-04-19 00:00:00,0
BID-005255,AUC-0956,VND-0435,437011.07,0.9142,0.931,97.5,4.83,0.0041,0.8,239,0.6952,0,2026-04-19 00:00:00,0
BID-005256,AUC-0956,VND-0435,425699.79,0.8906,0.931,97.5,4.83,0.0041,0.8,239,0.7082,0,2026-04-19 00:00:00,1
BID-005257,AUC-0956,VND-0189,404593.42,0.8464,0.922,70.0,4.81,0.0047,9.0,48,0.6577,0,2026-04-19 00:00:00,0
BID-005258,AUC-0956,VND-0182,397812.3,0.8322,0.729,67.4,4.32,0.0163,9.8,283,0.5872,0,2026-04-19 00:00:00,0
BID-005259,AUC-0956,VND-0428,379245.98,0.7934,0.603,50.0,4.01,0.0238,15.0,165,0.5168,0,2026-04-19 00:00:00,0
BID-005260,AUC-0957,VND-0622,254798.26,0.9577,0.885,90.7,4.71,0.0069,2.8,57,0.6151,0,2026-03-31 00:00:00,0
BID-005261,AUC-0957,VND-0709,250868.46,0.9429,0.52,50.0,3.8,0.0288,15.0,240,0.392,0,2026-03-31 00:00:00,0
BID-005262,AUC-0957,VND-0474,242113.28,0.91,0.568,59.8,3.92,0.0259,12.1,69,0.4472,0,2026-03-31 00:00:00,0
BID-005263,AUC-0957,VND-0588,235190.27,0.884,0.817,75.3,4.54,0.011,7.4,112,0.5942,0,2026-03-31 00:00:00,0
BID-005264,AUC-0957,VND-0241,229802.38,0.8637,0.815,81.9,4.54,0.0111,5.4,66,0.6161,0,2026-03-31 00:00:00,1
BID-005265,AUC-0957,VND-0588,224009.68,0.8419,0.817,75.3,4.54,0.011,7.4,112,0.6152,0,2026-03-31 00:00:00,0
BID-005266,AUC-0957,VND-0698,216849.93,0.815,0.669,69.8,4.17,0.0199,9.1,103,0.556,0,2026-03-31 00:00:00,0
BID-005267,AUC-0958,VND-0571,149422.71,0.953,0.912,77.3,4.78,0.0053,6.8,23,0.6582,0,2026-06-30 00:00:00,0
BID-005268,AUC-0958,VND-0676,147182.58,0.9387,0.934,85.8,4.83,0.004,4.3,166,0.6942,0,2026-06-30 00:00:00,1
BID-005269,AUC-0958,VND-0550,145066.91,0.9252,0.89,78.4,4.72,0.0066,6.5,54,0.6604,0,2026-06-30 00:00:00,0
BID-005270,AUC-0958,VND-0550,141703.32,0.9038,0.89,78.4,4.72,0.0066,6.5,54,0.6672,0,2026-06-30 00:00:00,0
BID-005271,AUC-0958,VND-0029,136983.4,0.8737,0.544,50.0,3.86,0.0273,15.0,298,0.4543,0,2026-06-30 00:00:00,0
BID-005272,AUC-0959,VND-0782,47032.74,0.9868,0.89,69.4,4.73,0.0066,9.2,21,0.4411,0,2026-06-29 00:00:00,0
BID-005273,AUC-0959,VND-0793,44979.27,0.9437,0.994,81.1,4.98,0.001,5.7,140,0.5147,0,2026-06-29 00:00:00,1
BID-005274,AUC-0959,VND-0306,43583.86,0.9144,0.52,52.4,3.8,0.0288,14.3,70,0.3265,0,2026-06-29 00:00:00,0
BID-005275,AUC-0960,VND-0082,245416.37,0.9613,0.817,76.7,4.54,0.011,7.0,150,0.4633,0,2026-01-23 00:00:00,1
BID-005276,AUC-0960,VND-0634,240391.32,0.9416,0.696,61.8,4.24,0.0182,11.5,218,0.4042,0,2026-01-23 00:00:00,0
BID-005277,AUC-0960,VND-0634,232959.83,0.9125,0.696,61.8,4.24,0.0182,11.5,218,0.4173,0,2026-01-23 00:00:00,0
BID-005278,AUC-0961,VND-0759,385056.19,0.9643,0.824,81.5,4.56,0.0106,5.6,51,0.4528,0,2026-05-15 00:00:00,0
BID-005279,AUC-0961,VND-0064,379029.36,0.9492,0.909,87.9,4.77,0.0055,3.6,166,0.4955,0,2026-05-15 00:00:00,0
BID-005280,AUC-0961,VND-0759,374965.89,0.939,0.824,81.5,4.56,0.0106,5.6,51,0.4652,0,2026-05-15 00:00:00,0
BID-005281,AUC-0961,VND-0571,360250.93,0.9022,0.912,77.3,4.78,0.0053,6.8,23,0.496,0,2026-05-15 00:00:00,0
BID-005282,AUC-0961,VND-0759,351750.52,0.8809,0.824,81.5,4.56,0.0106,5.6,51,0.4937,0,2026-05-15 00:00:00,0
BID-005283,AUC-0961,VND-0571,347335.24,0.8698,0.912,77.3,4.78,0.0053,6.8,23,0.5118,0,2026-05-15 00:00:00,0
BID-005284,AUC-0961,VND-0612,338423.66,0.8475,0.716,69.8,4.29,0.017,9.1,297,0.4573,0,2026-05-15 00:00:00,0
BID-005285,AUC-0961,VND-0475,334550.34,0.8378,0.937,83.0,4.84,0.0038,5.1,245,0.5463,0,2026-05-15 00:00:00,1
BID-005286,AUC-0962,VND-0364,347993.61,0.9762,0.57,59.6,3.92,0.0258,12.1,179,0.4383,0,2026-05-15 00:00:00,0
BID-005287,AUC-0962,VND-0495,342257.97,0.9601,0.623,66.9,4.06,0.0226,9.9,187,0.4712,0,2026-05-15 00:00:00,0
BID-005288,AUC-0962,VND-0495,333248.72,0.9349,0.623,66.9,4.06,0.0226,9.9,187,0.4808,0,2026-05-15 00:00:00,0
BID-005289,AUC-0962,VND-0495,318974.48,0.8948,0.623,66.9,4.06,0.0226,9.9,187,0.496,0,2026-05-15 00:00:00,0
BID-005290,AUC-0962,VND-0595,308629.58,0.8658,0.65,64.4,4.13,0.021,10.7,159,0.5131,0,2026-05-15 00:00:00,0
BID-005291,AUC-0962,VND-0011,303467.47,0.8513,0.806,60.5,4.51,0.0116,11.8,165,0.5647,0,2026-05-15 00:00:00,0
BID-005292,AUC-0962,VND-0127,300267.22,0.8423,0.926,77.9,4.81,0.0045,6.6,286,0.6286,0,2026-05-15 00:00:00,1
BID-005293,AUC-0962,VND-0011,289590.45,0.8124,0.806,60.5,4.51,0.0116,11.8,165,0.5795,0,2026-05-15 00:00:00,0
BID-005294,AUC-0963,VND-0212,34072.36,0.9844,0.546,55.7,3.86,0.0273,13.3,255,0.2627,0,2026-05-20 00:00:00,0
BID-005295,AUC-0963,VND-0212,33236.25,0.9603,0.546,55.7,3.86,0.0273,13.3,255,0.2772,0,2026-05-20 00:00:00,0
BID-005296,AUC-0963,VND-0212,31647.3,0.9144,0.546,55.7,3.86,0.0273,13.3,255,0.3048,0,2026-05-20 00:00:00,0
BID-005297,AUC-0963,VND-0800,30072.35,0.8689,0.543,61.0,3.86,0.0274,11.7,281,0.3369,0,2026-05-20 00:00:00,0
BID-005298,AUC-0963,VND-0800,29176.41,0.843,0.543,61.0,3.86,0.0274,11.7,281,0.3525,0,2026-05-20 00:00:00,0
BID-005299,AUC-0963,VND-0170,27943.12,0.8074,0.737,57.5,4.34,0.0158,12.8,29,0.4138,0,2026-05-20 00:00:00,1
BID-005300,AUC-0964,VND-0781,43843.69,0.9589,0.677,59.8,4.19,0.0194,12.1,74,0.4781,0,2026-05-11 00:00:00,0
BID-005301,AUC-0964,VND-0500,42956.8,0.9395,0.975,85.7,4.94,0.0015,4.3,283,0.627,0,2026-05-11 00:00:00,0
BID-005302,AUC-0964,VND-0781,41873.55,0.9158,0.677,59.8,4.19,0.0194,12.1,74,0.4937,0,2026-05-11 00:00:00,0
BID-005303,AUC-0964,VND-0500,40133.31,0.8778,0.975,85.7,4.94,0.0015,4.3,283,0.6492,0,2026-05-11 00:00:00,1
BID-005304,AUC-0964,VND-0595,38695.03,0.8463,0.65,64.4,4.13,0.021,10.7,159,0.5195,0,2026-05-11 00:00:00,0
BID-005305,AUC-0964,VND-0595,36853.54,0.806,0.65,64.4,4.13,0.021,10.7,159,0.534,0,2026-05-11 00:00:00,0
BID-005306,AUC-0965,VND-0086,197897.65,0.9541,0.839,64.6,4.6,0.0097,10.6,233,0.6322,0,2026-06-11 00:00:00,0
BID-005307,AUC-0965,VND-0267,190673.12,0.9193,0.998,92.4,5.0,0.001,2.3,173,0.7719,0,2026-06-11 00:00:00,0
BID-005308,AUC-0965,VND-0086,186066.94,0.8971,0.839,64.6,4.6,0.0097,10.6,233,0.6454,0,2026-06-11 00:00:00,0
BID-005309,AUC-0965,VND-0267,182727.96,0.881,0.998,92.4,5.0,0.001,2.3,173,0.7807,0,2026-06-11 00:00:00,1
BID-005310,AUC-0965,VND-0672,177197.32,0.8543,0.934,94.7,4.84,0.004,1.6,235,0.7622,0,2026-06-11 00:00:00,0
BID-005311,AUC-0965,VND-0672,171445.04,0.8266,0.934,94.7,4.84,0.004,1.6,235,0.7686,0,2026-06-11 00:00:00,0
BID-005312,AUC-0966,VND-0329,147856.94,0.9558,0.642,52.4,4.1,0.0215,14.3,30,0.4385,0,2026-04-26 00:00:00,0
BID-005313,AUC-0966,VND-0480,145101.87,0.938,0.583,58.3,3.96,0.025,12.5,61,0.4352,0,2026-04-26 00:00:00,0
BID-005314,AUC-0966,VND-0480,138834.22,0.8975,0.583,58.3,3.96,0.025,12.5,61,0.4523,0,2026-04-26 00:00:00,0
BID-005315,AUC-0966,VND-0382,135706.62,0.8773,0.624,57.9,4.06,0.0225,12.6,66,0.4724,0,2026-04-26 00:00:00,0
BID-005316,AUC-0966,VND-0329,134190.51,0.8675,0.642,52.4,4.1,0.0215,14.3,30,0.4756,0,2026-04-26 00:00:00,0
BID-005317,AUC-0966,VND-0480,130311.0,0.8424,0.583,58.3,3.96,0.025,12.5,61,0.4754,0,2026-04-26 00:00:00,0
BID-005318,AUC-0966,VND-0382,126552.83,0.8181,0.624,57.9,4.06,0.0225,12.6,66,0.4973,0,2026-04-26 00:00:00,0
BID-005319,AUC-0966,VND-0382,120725.87,0.7804,0.624,57.9,4.06,0.0225,12.6,66,0.5131,0,2026-04-26 00:00:00,1
BID-005320,AUC-0967,VND-0187,119374.94,0.9637,0.547,54.9,3.87,0.0272,13.5,255,0.3313,0,2026-03-29 00:00:00,0
BID-005321,AUC-0967,VND-0613,116978.74,0.9444,0.71,68.1,4.27,0.0174,9.6,155,0.4162,0,2026-03-29 00:00:00,0
BID-005322,AUC-0967,VND-0187,111732.16,0.902,0.547,54.9,3.87,0.0272,13.5,255,0.3628,0,2026-03-29 00:00:00,0
BID-005323,AUC-0967,VND-0613,108690.26,0.8775,0.71,68.1,4.27,0.0174,9.6,155,0.4503,0,2026-03-29 00:00:00,0
BID-005324,AUC-0967,VND-0430,104601.29,0.8445,0.782,63.4,4.46,0.0131,11.0,100,0.49,0,2026-03-29 00:00:00,0
BID-005325,AUC-0967,VND-0430,103422.75,0.8349,0.782,63.4,4.46,0.0131,11.0,100,0.4948,0,2026-03-29 00:00:00,1
BID-005326,AUC-0967,VND-0272,99231.41,0.8011,0.614,64.6,4.04,0.0231,10.6,166,0.4495,0,2026-03-29 00:00:00,0
BID-005327,AUC-0968,VND-0652,143072.32,0.9687,0.526,51.0,3.81,0.0284,14.7,115,0.3927,0,2026-04-01 00:00:00,0
BID-005328,AUC-0968,VND-0273,138989.14,0.9411,0.809,73.1,4.52,0.0115,8.1,254,0.5669,0,2026-04-01 00:00:00,0
BID-005329,AUC-0968,VND-0021,133025.22,0.9007,0.561,55.4,3.9,0.0263,13.4,220,0.4529,0,2026-04-01 00:00:00,0
BID-005330,AUC-0968,VND-0236,129258.55,0.8752,0.506,51.5,3.77,0.0296,14.6,137,0.4365,0,2026-04-01 00:00:00,0
BID-005331,AUC-0968,VND-0035,127075.56,0.8604,0.537,59.1,3.84,0.0278,12.3,93,0.477,0,2026-04-01 00:00:00,0
BID-005332,AUC-0968,VND-0589,121949.39,0.8257,0.89,71.8,4.72,0.0066,8.5,35,0.6496,0,2026-04-01 00:00:00,0
BID-005333,AUC-0968,VND-0589,120507.08,0.8159,0.89,71.8,4.72,0.0066,8.5,35,0.6547,0,2026-04-01 00:00:00,1
BID-005334,AUC-0969,VND-0578,386937.07,0.9585,0.809,84.2,4.52,0.0114,4.7,281,0.5907,0,2026-04-08 00:00:00,0
BID-005335,AUC-0969,VND-0736,372744.93,0.9233,0.784,73.6,4.46,0.013,7.9,82,0.5636,0,2026-04-08 00:00:00,0
BID-005336,AUC-0969,VND-0578,368946.1,0.9139,0.809,84.2,4.52,0.0114,4.7,281,0.6054,0,2026-04-08 00:00:00,1
BID-005337,AUC-0969,VND-0171,351600.08,0.8709,0.746,64.3,4.36,0.0153,10.7,123,0.5411,0,2026-04-08 00:00:00,0
BID-005338,AUC-0969,VND-0458,342153.15,0.8475,0.776,64.7,4.44,0.0134,10.6,78,0.5608,0,2026-04-08 00:00:00,0
BID-005339,AUC-0970,VND-0600,447691.6,0.9621,0.875,72.0,4.69,0.0075,8.4,23,0.5712,0,2026-04-04 00:00:00,1
BID-005340,AUC-0970,VND-0487,437844.23,0.9409,0.866,66.8,4.67,0.008,10.0,273,0.5657,0,2026-04-04 00:00:00,0
BID-005341,AUC-0970,VND-0075,433060.17,0.9307,0.526,51.0,3.81,0.0285,14.7,52,0.4385,0,2026-04-04 00:00:00,0
BID-005342,AUC-0970,VND-0323,412110.08,0.8856,0.56,58.5,3.9,0.0264,12.4,70,0.4794,0,2026-04-04 00:00:00,0
BID-005343,AUC-0971,VND-0166,198835.45,0.9536,0.678,68.5,4.19,0.0193,9.4,290,0.5746,0,2026-01-22 00:00:00,0
BID-005344,AUC-0971,VND-0271,190708.82,0.9147,0.977,93.9,4.94,0.0014,1.8,146,0.7405,0,2026-01-22 00:00:00,1
BID-005345,AUC-0971,VND-0166,182513.19,0.8754,0.678,68.5,4.19,0.0193,9.4,290,0.5949,0,2026-01-22 00:00:00,0
BID-005346,AUC-0972,VND-0197,433008.09,0.9538,0.686,65.9,4.22,0.0188,10.2,297,0.5983,0,2026-02-25 00:00:00,0
BID-005347,AUC-0972,VND-0609,426214.43,0.9388,0.541,54.9,3.85,0.0275,13.5,49,0.5234,0,2026-02-25 00:00:00,0
BID-005348,AUC-0972,VND-0197,415941.08,0.9162,0.686,65.9,4.22,0.0188,10.2,297,0.6069,0,2026-02-25 00:00:00,0
BID-005349,AUC-0972,VND-0609,407210.12,0.8969,0.541,54.9,3.85,0.0275,13.5,49,0.533,0,2026-02-25 00:00:00,0
BID-005350,AUC-0972,VND-0102,400419.98,0.882,0.581,59.8,3.95,0.0252,12.1,289,0.5605,0,2026-02-25 00:00:00,0
BID-005351,AUC-0972,VND-0759,393458.27,0.8667,0.824,81.5,4.56,0.0106,5.6,51,0.6991,0,2026-02-25 00:00:00,0
BID-005352,AUC-0972,VND-0706,376663.66,0.8297,0.603,50.0,4.01,0.0238,15.0,268,0.5687,0,2026-02-25 00:00:00,0
BID-005353,AUC-0972,VND-0776,364589.92,0.8031,0.976,92.8,4.94,0.0015,2.2,152,0.7949,0,2026-02-25 00:00:00,1
BID-005354,AUC-0973,VND-0028,164360.19,0.9811,0.799,83.3,4.5,0.0121,5.0,212,0.6499,0,2026-06-01 00:00:00,0
BID-005355,AUC-0973,VND-0679,159074.32,0.9495,0.95,82.9,4.88,0.003,5.1,239,0.7102,0,2026-06-01 00:00:00,0
BID-005356,AUC-0973,VND-0083,155265.69,0.9268,0.545,60.4,3.86,0.0273,11.9,41,0.5129,0,2026-06-01 00:00:00,0
BID-005357,AUC-0973,VND-0083,147784.61,0.8821,0.545,60.4,3.86,0.0273,11.9,41,0.5237,0,2026-06-01 00:00:00,0
BID-005358,AUC-0973,VND-0288,142571.24,0.851,0.931,91.2,4.83,0.0041,2.6,204,0.7485,0,2026-06-01 00:00:00,1
BID-005359,AUC-0974,VND-0696,237862.67,0.977,0.618,50.0,4.05,0.0229,15.0,229,0.4121,0,2026-05-31 00:00:00,0
BID-005360,AUC-0974,VND-0033,230949.08,0.9486,0.64,57.5,4.1,0.0216,12.8,271,0.4508,0,2026-05-31 00:00:00,0
BID-005361,AUC-0974,VND-0505,225461.55,0.9261,0.625,59.9,4.06,0.0225,12.0,85,0.461,0,2026-05-31 00:00:00,0
BID-005362,AUC-0974,VND-0505,220387.18,0.9053,0.625,59.9,4.06,0.0225,12.0,85,0.471,0,2026-05-31 00:00:00,0
BID-005363,AUC-0974,VND-0521,216244.61,0.8882,0.77,78.3,4.42,0.0138,6.5,85,0.5761,0,2026-05-31 00:00:00,0
BID-005364,AUC-0974,VND-0713,208039.96,0.8545,0.993,99.4,4.98,0.001,0.2,194,0.7257,0,2026-05-31 00:00:00,1
BID-005365,AUC-0974,VND-0044,202482.14,0.8317,0.865,86.5,4.66,0.0081,4.0,206,0.6584,0,2026-05-31 00:00:00,0
BID-005366,AUC-0975,VND-0072,117685.74,0.9746,0.749,61.0,4.37,0.0151,11.7,175,0.42,0,2026-04-18 00:00:00,0
BID-005367,AUC-0975,VND-0204,115847.98,0.9594,0.695,54.8,4.24,0.0183,13.6,162,0.3985,0,2026-04-18 00:00:00,0
BID-005368,AUC-0975,VND-0153,111594.96,0.9241,0.863,93.2,4.66,0.0082,2.0,93,0.5571,0,2026-04-18 00:00:00,1
BID-005369,AUC-0975,VND-0204,108355.91,0.8973,0.695,54.8,4.24,0.0183,13.6,162,0.4326,0,2026-04-18 00:00:00,0
BID-005370,AUC-0975,VND-0397,104155.42,0.8625,0.753,66.6,4.38,0.0148,10.0,272,0.4962,0,2026-04-18 00:00:00,0
BID-005371,AUC-0975,VND-0204,99491.39,0.8239,0.695,54.8,4.24,0.0183,13.6,162,0.473,0,2026-04-18 00:00:00,0
BID-005372,AUC-0976,VND-0734,320222.55,0.9889,0.989,89.2,4.97,0.001,3.2,23,0.6719,0,2026-05-06 00:00:00,0
BID-005373,AUC-0976,VND-0216,310286.44,0.9582,0.571,55.8,3.93,0.0257,13.3,180,0.4734,0,2026-05-06 00:00:00,0
BID-005374,AUC-0976,VND-0089,295073.64,0.9112,0.845,69.1,4.61,0.0093,9.3,201,0.6012,0,2026-05-06 00:00:00,0
BID-005375,AUC-0976,VND-0734,287493.13,0.8878,0.989,89.2,4.97,0.001,3.2,23,0.7022,0,2026-05-06 00:00:00,1
BID-005376,AUC-0977,VND-0543,483161.56,0.9866,0.972,85.3,4.93,0.0017,4.4,272,0.4729,0,2026-06-28 00:00:00,0
BID-005377,AUC-0977,VND-0374,473681.95,0.9673,0.692,66.0,4.23,0.0185,10.2,194,0.3776,0,2026-06-28 00:00:00,0
BID-005378,AUC-0977,VND-0543,451457.79,0.9219,0.972,85.3,4.93,0.0017,4.4,272,0.5046,0,2026-06-28 00:00:00,0
BID-005379,AUC-0977,VND-0062,429791.06,0.8777,0.659,52.8,4.15,0.0205,14.2,231,0.3808,0,2026-06-28 00:00:00,0
BID-005380,AUC-0977,VND-0374,412689.99,0.8427,0.692,66.0,4.23,0.0185,10.2,194,0.4386,0,2026-06-28 00:00:00,0
BID-005381,AUC-0977,VND-0525,403433.11,0.8238,0.935,72.6,4.84,0.0039,8.2,133,0.5125,0,2026-06-28 00:00:00,0
BID-005382,AUC-0977,VND-0525,387904.54,0.7921,0.935,72.6,4.84,0.0039,8.2,133,0.528,0,2026-06-28 00:00:00,1
BID-005383,AUC-0978,VND-0081,297265.26,0.9724,0.684,63.1,4.21,0.019,11.1,122,0.3802,0,2026-05-25 00:00:00,0
BID-005384,AUC-0978,VND-0663,283024.55,0.9258,0.988,87.0,4.97,0.001,3.9,224,0.5282,0,2026-05-25 00:00:00,0
BID-005385,AUC-0978,VND-0418,277019.94,0.9061,0.749,62.9,4.37,0.015,11.1,249,0.4335,0,2026-05-25 00:00:00,0
BID-005386,AUC-0978,VND-0418,265077.22,0.8671,0.749,62.9,4.37,0.015,11.1,249,0.4527,0,2026-05-25 00:00:00,0
BID-005387,AUC-0978,VND-0577,252674.18,0.8265,0.849,82.9,4.62,0.0091,5.1,179,0.527,0,2026-05-25 00:00:00,0
BID-005388,AUC-0978,VND-0577,240472.34,0.7866,0.849,82.9,4.62,0.0091,5.1,179,0.5466,0,2026-05-25 00:00:00,0
BID-005389,AUC-0978,VND-0090,233238.15,0.7629,0.968,81.4,4.92,0.0019,5.6,35,0.5953,0,2026-05-25 00:00:00,0
BID-005390,AUC-0978,VND-0663,224770.94,0.7352,0.988,87.0,4.97,0.001,3.9,224,0.6215,0,2026-05-25 00:00:00,1
BID-005391,AUC-0979,VND-0171,179376.31,0.9679,0.746,64.3,4.36,0.0153,10.7,123,0.556,0,2026-02-01 00:00:00,1
BID-005392,AUC-0979,VND-0398,176814.33,0.9541,0.509,58.5,3.77,0.0295,12.4,206,0.4529,0,2026-02-01 00:00:00,0
BID-005393,AUC-0979,VND-0598,174108.97,0.9395,0.523,54.5,3.81,0.0286,13.6,178,0.4534,0,2026-02-01 00:00:00,0
BID-005394,AUC-0980,VND-0473,323319.03,0.9874,0.603,50.0,4.01,0.0238,15.0,219,0.2889,0,2026-02-01 00:00:00,0
BID-005395,AUC-0980,VND-0213,315802.05,0.9645,0.529,50.0,3.82,0.0283,15.0,68,0.2824,0,2026-02-01 00:00:00,0
BID-005396,AUC-0980,VND-0473,312337.28,0.9539,0.603,50.0,4.01,0.0238,15.0,219,0.3077,0,2026-02-01 00:00:00,0
BID-005397,AUC-0980,VND-0455,301359.12,0.9204,0.63,51.8,4.07,0.0222,14.5,253,0.3352,0,2026-02-01 00:00:00,0
BID-005398,AUC-0980,VND-0398,287553.25,0.8782,0.509,58.5,3.77,0.0295,12.4,206,0.3348,0,2026-02-01 00:00:00,0
BID-005399,AUC-0980,VND-0473,274891.25,0.8395,0.603,50.0,4.01,0.0238,15.0,219,0.3717,0,2026-02-01 00:00:00,0
BID-005400,AUC-0980,VND-0398,265029.29,0.8094,0.509,58.5,3.77,0.0295,12.4,206,0.3733,0,2026-02-01 00:00:00,1
BID-005401,AUC-0981,VND-0613,67662.15,0.9634,0.71,68.1,4.27,0.0174,9.6,155,0.4721,0,2026-05-06 00:00:00,0
BID-005402,AUC-0981,VND-0131,65676.11,0.9351,0.808,84.2,4.52,0.0115,4.7,141,0.5448,0,2026-05-06 00:00:00,1
BID-005403,AUC-0981,VND-0442,63237.68,0.9004,0.51,50.0,3.77,0.0294,15.0,124,0.3993,0,2026-05-06 00:00:00,0
BID-005404,AUC-0982,VND-0343,424084.43,0.9521,0.965,90.5,4.91,0.0021,2.8,238,0.6872,0,2026-01-14 00:00:00,0
BID-005405,AUC-0982,VND-0175,409581.48,0.9195,0.687,67.7,4.22,0.0188,9.7,244,0.5538,0,2026-01-14 00:00:00,0
BID-005406,AUC-0982,VND-0175,390687.48,0.8771,0.687,67.7,4.22,0.0188,9.7,244,0.5661,0,2026-01-14 00:00:00,0
BID-005407,AUC-0982,VND-0422,374139.56,0.8399,0.589,59.6,3.97,0.0247,12.1,197,0.526,0,2026-01-14 00:00:00,0
BID-005408,AUC-0982,VND-0175,367201.07,0.8244,0.687,67.7,4.22,0.0188,9.7,244,0.5814,0,2026-01-14 00:00:00,0
BID-005409,AUC-0982,VND-0020,356049.42,0.7993,0.842,77.4,4.61,0.0095,6.8,43,0.6602,0,2026-01-14 00:00:00,0
BID-005410,AUC-0982,VND-0175,350477.18,0.7868,0.687,67.7,4.22,0.0188,9.7,244,0.5923,0,2026-01-14 00:00:00,0
BID-005411,AUC-0982,VND-0343,336547.26,0.7555,0.965,90.5,4.91,0.0021,2.8,238,0.7442,0,2026-01-14 00:00:00,1
BID-005412,AUC-0983,VND-0139,248126.3,0.9673,0.899,85.6,4.75,0.0061,4.3,259,0.5792,0,2026-01-02 00:00:00,0
BID-005413,AUC-0983,VND-0484,237835.55,0.9272,0.86,76.0,4.65,0.0084,7.2,235,0.5676,0,2026-01-02 00:00:00,0
BID-005414,AUC-0983,VND-0578,233384.87,0.9098,0.809,84.2,4.52,0.0114,4.7,281,0.5702,0,2026-01-02 00:00:00,0
BID-005415,AUC-0983,VND-0578,226988.73,0.8849,0.809,84.2,4.52,0.0114,4.7,281,0.5797,0,2026-01-02 00:00:00,1
BID-005416,AUC-0984,VND-0370,223392.64,0.9705,0.72,62.3,4.3,0.0168,11.3,188,0.3454,0,2026-04-18 00:00:00,0
BID-005417,AUC-0984,VND-0370,215408.86,0.9358,0.72,62.3,4.3,0.0168,11.3,188,0.3645,0,2026-04-18 00:00:00,0
BID-005418,AUC-0984,VND-0029,205927.06,0.8946,0.544,50.0,3.86,0.0273,15.0,298,0.3248,0,2026-04-18 00:00:00,0
BID-005419,AUC-0984,VND-0573,198771.09,0.8635,0.634,67.5,4.08,0.022,9.8,39,0.3871,0,2026-04-18 00:00:00,0
BID-005420,AUC-0984,VND-0573,196139.56,0.8521,0.634,67.5,4.08,0.022,9.8,39,0.3934,0,2026-04-18 00:00:00,0
BID-005421,AUC-0984,VND-0524,192636.53,0.8369,0.616,50.0,4.04,0.023,15.0,45,0.376,0,2026-04-18 00:00:00,0
BID-005422,AUC-0984,VND-0029,188597.6,0.8193,0.544,50.0,3.86,0.0273,15.0,298,0.3662,0,2026-04-18 00:00:00,0
BID-005423,AUC-0984,VND-0142,186633.53,0.8108,0.688,54.9,4.22,0.0187,13.5,154,0.4157,0,2026-04-18 00:00:00,1
BID-005424,AUC-0985,VND-0328,291203.15,0.9802,0.716,52.8,4.29,0.0171,14.2,88,0.3798,0,2026-03-29 00:00:00,0
BID-005425,AUC-0985,VND-0651,281826.97,0.9487,0.516,53.7,3.79,0.0291,13.9,141,0.3504,0,2026-03-29 00:00:00,0
BID-005426,AUC-0985,VND-0005,269008.87,0.9055,0.801,74.5,4.5,0.012,7.6,294,0.499,0,2026-03-29 00:00:00,0
BID-005427,AUC-0985,VND-0765,259454.2,0.8734,0.902,82.3,4.75,0.0059,5.3,271,0.5614,0,2026-03-29 00:00:00,0
BID-005428,AUC-0985,VND-0005,255094.32,0.8587,0.801,74.5,4.5,0.012,7.6,294,0.5229,0,2026-03-29 00:00:00,0
BID-005429,AUC-0985,VND-0765,247410.89,0.8328,0.902,82.3,4.75,0.0059,5.3,271,0.5821,0,2026-03-29 00:00:00,1
BID-005430,AUC-0985,VND-0651,237403.29,0.7991,0.516,53.7,3.79,0.0291,13.9,141,0.4266,0,2026-03-29 00:00:00,0
