auction_id,domain,title,max_budget,weight_cost,weight_reliability,weight_delivery,weight_reviews,duration_minutes,created_at
AUC-0768,Healthcare & Medical Supplies,Procurement Request #0768 - Healthcare & Medical Supplies,283734.77,52,15,24,10,5,2026-02-17 00:00:00
AUC-0769,Manufacturing & Heavy Machinery,Procurement Request #0769 - Manufacturing & Heavy Machinery,178152.0,42,22,23,13,10,2026-05-13 00:00:00
AUC-0770,Software & Cloud Services,Procurement Request #0770 - Software & Cloud Services,367295.01,46,13,20,21,5,2026-05-01 00:00:00
AUC-0771,IT Hardware,Procurement Request #0771 - IT Hardware,329622.91,53,14,25,8,15,2026-03-16 00:00:00
AUC-0772,Construction & Infrastructure,Procurement Request #0772 - Construction & Infrastructure,424346.14,22,12,20,46,30,2026-01-31 00:00:00
AUC-0773,Raw Materials & Metals,Procurement Request #0773 - Raw Materials & Metals,349321.49,38,24,29,9,15,2026-06-26 00:00:00
AUC-0774,Manufacturing & Heavy Machinery,Procurement Request #0774 - Manufacturing & Heavy Machinery,220666.23,48,17,27,8,30,2026-03-17 00:00:00
AUC-0775,Manufacturing & Heavy Machinery,Procurement Request #0775 - Manufacturing & Heavy Machinery,339753.64,47,16,12,25,30,2026-06-24 00:00:00
AUC-0776,Logistics & Freight,Procurement Request #0776 - Logistics & Freight,144936.78,31,10,25,34,5,2026-04-13 00:00:00
AUC-0777,Raw Materials & Metals,Procurement Request #0777 - Raw Materials & Metals,160093.61,48,31,12,10,5,2026-02-07 00:00:00
AUC-0778,Raw Materials & Metals,Procurement Request #0778 - Raw Materials & Metals,396602.73,40,32,28,10,5,2026-02-14 00:00:00
AUC-0779,IT Hardware,Procurement Request #0779 - IT Hardware,228745.56,43,16,20,21,10,2026-06-03 00:00:00
AUC-0780,Manufacturing & Heavy Machinery,Procurement Request #0780 - Manufacturing & Heavy Machinery,401206.37,45,13,17,25,30,2026-05-09 00:00:00
AUC-0781,Logistics & Freight,Procurement Request #0781 - Logistics & Freight,412986.96,52,28,18,10,30,2026-04-03 00:00:00
AUC-0782,Raw Materials & Metals,Procurement Request #0782 - Raw Materials & Metals,430205.55,53,40,22,10,30,2026-05-12 00:00:00
AUC-0783,Logistics & Freight,Procurement Request #0783 - Logistics & Freight,459151.27,29,34,24,13,5,2026-02-02 00:00:00
AUC-0784,Logistics & Freight,Procurement Request #0784 - Logistics & Freight,221182.76,51,25,17,7,10,2026-01-09 00:00:00
AUC-0785,IT Hardware,Procurement Request #0785 - IT Hardware,166244.74,23,36,12,29,30,2026-06-24 00:00:00
AUC-0786,IT Hardware,Procurement Request #0786 - IT Hardware,295277.39,31,22,29,18,15,2026-02-10 00:00:00
AUC-0787,Logistics & Freight,Procurement Request #0787 - Logistics & Freight,191874.49,54,29,13,10,5,2026-06-20 00:00:00
AUC-0788,Manufacturing & Heavy Machinery,Procurement Request #0788 - Manufacturing & Heavy Machinery,304526.34,48,34,25,10,30,2026-02-22 00:00:00
AUC-0789,Logistics & Freight,Procurement Request #0789 - Logistics & Freight,355737.07,46,25,26,10,15,2026-05-20 00:00:00
AUC-0790,Logistics & Freight,Procurement Request #0790 - Logistics & Freight,347318.46,54,27,10,9,5,2026-04-22 00:00:00
AUC-0791,IT Hardware,Procurement Request #0791 - IT Hardware,193530.91,44,24,20,12,30,2026-04-25 00:00:00
AUC-0792,Raw Materials & Metals,Procurement Request #0792 - Raw Materials & Metals,91761.5,22,11,15,52,15,2026-02-13 00:00:00
AUC-0793,Raw Materials & Metals,Procurement Request #0793 - Raw Materials & Metals,220959.38,47,14,19,20,30,2026-05-06 00:00:00
AUC-0794,Manufacturing & Heavy Machinery,Procurement Request #0794 - Manufacturing & Heavy Machinery,79871.13,27,28,25,20,30,2026-05-03 00:00:00
AUC-0795,Construction & Infrastructure,Procurement Request #0795 - Construction & Infrastructure,446147.55,30,26,11,33,30,2026-03-10 00:00:00
AUC-0796,Raw Materials & Metals,Procurement Request #0796 - Raw Materials & Metals,179479.96,52,22,29,10,15,2026-03-15 00:00:00
AUC-0797,Logistics & Freight,Procurement Request #0797 - Logistics & Freight,85685.28,23,10,28,39,5,2026-02-03 00:00:00
AUC-0798,Manufacturing & Heavy Machinery,Procurement Request #0798 - Manufacturing & Heavy Machinery,22469.4,43,21,28,8,5,2026-06-11 00:00:00
AUC-0799,Logistics & Freight,Procurement Request #0799 - Logistics & Freight,326452.97,44,13,23,20,15,2026-04-03 00:00:00
AUC-0800,Raw Materials & Metals,Procurement Request #0800 - Raw Materials & Metals,322082.14,42,11,17,30,10,2026-03-03 00:00:00
AUC-0801,Healthcare & Medical Supplies,Procurement Request #0801 - Healthcare & Medical Supplies,176896.04,39,28,12,21,5,2026-03-21 00:00:00
AUC-0802,IT Hardware,Procurement Request #0802 - IT Hardware,45138.83,41,15,10,34,15,2026-01-11 00:00:00
AUC-0803,Raw Materials & Metals,Procurement Request #0803 - Raw Materials & Metals,210718.16,42,28,26,10,30,2026-03-11 00:00:00
AUC-0804,IT Hardware,Procurement Request #0804 - IT Hardware,162496.57,50,28,10,12,15,2026-04-08 00:00:00
AUC-0805,Construction & Infrastructure,Procurement Request #0805 - Construction & Infrastructure,341789.11,44,20,28,8,5,2026-05-07 00:00:00
AUC-0806,IT Hardware,Procurement Request #0806 - IT Hardware,306831.83,33,20,25,22,15,2026-02-13 00:00:00
AUC-0807,Construction & Infrastructure,Procurement Request #0807 - Construction & Infrastructure,188650.93,39,21,23,17,10,2026-05-09 00:00:00
AUC-0808,Healthcare & Medical Supplies,Procurement Request #0808 - Healthcare & Medical Supplies,116767.35,24,36,27,13,10,2026-03-16 00:00:00
AUC-0809,Logistics & Freight,Procurement Request #0809 - Logistics & Freight,494137.62,23,19,28,30,30,2026-02-28 00:00:00
AUC-0810,Construction & Infrastructure,Procurement Request #0810 - Construction & Infrastructure,232460.79,25,32,28,15,5,2026-06-02 00:00:00
AUC-0811,Logistics & Freight,Procurement Request #0811 - Logistics & Freight,347254.38,37,12,28,23,30,2026-04-21 00:00:00
AUC-0812,Software & Cloud Services,Procurement Request #0812 - Software & Cloud Services,78870.95,42,35,12,11,15,2026-05-11 00:00:00
AUC-0813,Manufacturing & Heavy Machinery,Procurement Request #0813 - Manufacturing & Heavy Machinery,247938.95,39,23,27,11,15,2026-02-22 00:00:00
AUC-0814,Raw Materials & Metals,Procurement Request #0814 - Raw Materials & Metals,23492.99,45,18,29,8,30,2026-06-22 00:00:00
AUC-0815,Manufacturing & Heavy Machinery,Procurement Request #0815 - Manufacturing & Heavy Machinery,257673.01,55,15,10,20,10,2026-05-29 00:00:00
AUC-0816,Raw Materials & Metals,Procurement Request #0816 - Raw Materials & Metals,482368.53,33,31,24,12,15,2026-06-14 00:00:00
AUC-0817,Construction & Infrastructure,Procurement Request #0817 - Construction & Infrastructure,198261.29,54,37,23,10,5,2026-05-15 00:00:00
AUC-0818,Software & Cloud Services,Procurement Request #0818 - Software & Cloud Services,29108.05,43,24,14,19,10,2026-02-09 00:00:00
AUC-0819,Healthcare & Medical Supplies,Procurement Request #0819 - Healthcare & Medical Supplies,25168.34,34,37,23,10,30,2026-03-24 00:00:00
AUC-0820,Manufacturing & Heavy Machinery,Procurement Request #0820 - Manufacturing & Heavy Machinery,200113.51,24,30,16,30,30,2026-03-11 00:00:00
AUC-0821,Manufacturing & Heavy Machinery,Procurement Request #0821 - Manufacturing & Heavy Machinery,88412.22,38,30,15,17,15,2026-06-26 00:00:00
AUC-0822,Construction & Infrastructure,Procurement Request #0822 - Construction & Infrastructure,21442.53,35,22,17,26,5,2026-02-09 00:00:00
AUC-0823,Software & Cloud Services,Procurement Request #0823 - Software & Cloud Services,380544.67,21,17,19,43,30,2026-05-06 00:00:00
AUC-0824,Construction & Infrastructure,Procurement Request #0824 - Construction & Infrastructure,234676.27,42,23,30,10,5,2026-02-22 00:00:00
AUC-0825,Software & Cloud Services,Procurement Request #0825 - Software & Cloud Services,151729.94,37,14,10,39,15,2026-03-14 00:00:00
AUC-0826,Healthcare & Medical Supplies,Procurement Request #0826 - Healthcare & Medical Supplies,451040.76,50,15,30,10,5,2026-05-06 00:00:00
AUC-0827,Manufacturing & Heavy Machinery,Procurement Request #0827 - Manufacturing & Heavy Machinery,66908.09,21,11,12,56,15,2026-06-05 00:00:00
AUC-0828,Logistics & Freight,Procurement Request #0828 - Logistics & Freight,478400.23,24,38,23,15,15,2026-06-22 00:00:00
AUC-0829,Healthcare & Medical Supplies,Procurement Request #0829 - Healthcare & Medical Supplies,163843.69,25,22,14,39,10,2026-01-30 00:00:00
AUC-0830,Construction & Infrastructure,Procurement Request #0830 - Construction & Infrastructure,445317.8,47,39,13,10,15,2026-05-09 00:00:00
AUC-0831,IT Hardware,Procurement Request #0831 - IT Hardware,305442.01,35,29,13,23,15,2026-03-27 00:00:00
AUC-0832,Manufacturing & Heavy Machinery,Procurement Request #0832 - Manufacturing & Heavy Machinery,415086.61,52,33,22,10,10,2026-04-20 00:00:00
AUC-0833,Software & Cloud Services,Procurement Request #0833 - Software & Cloud Services,492166.45,29,13,15,43,10,2026-03-13 00:00:00
AUC-0834,Raw Materials & Metals,Procurement Request #0834 - Raw Materials & Metals,151318.66,46,18,28,8,5,2026-05-07 00:00:00
AUC-0835,Construction & Infrastructure,Procurement Request #0835 - Construction & Infrastructure,480956.39,43,32,13,12,15,2026-05-21 00:00:00
AUC-0836,Raw Materials & Metals,Procurement Request #0836 - Raw Materials & Metals,200846.13,45,31,17,10,15,2026-02-08 00:00:00
AUC-0837,Logistics & Freight,Procurement Request #0837 - Logistics & Freight,198900.83,45,32,21,10,15,2026-01-07 00:00:00
AUC-0838,Healthcare & Medical Supplies,Procurement Request #0838 - Healthcare & Medical Supplies,176789.68,58,11,11,20,10,2026-03-07 00:00:00
AUC-0839,Construction & Infrastructure,Procurement Request #0839 - Construction & Infrastructure,275289.73,44,19,30,7,15,2026-06-26 00:00:00
AUC-0840,IT Hardware,Procurement Request #0840 - IT Hardware,85531.07,49,37,17,10,30,2026-04-11 00:00:00
AUC-0841,IT Hardware,Procurement Request #0841 - IT Hardware,281318.63,40,39,18,10,15,2026-01-25 00:00:00
AUC-0842,Manufacturing & Heavy Machinery,Procurement Request #0842 - Manufacturing & Heavy Machinery,275435.36,35,19,16,30,10,2026-04-24 00:00:00
AUC-0843,Healthcare & Medical Supplies,Procurement Request #0843 - Healthcare & Medical Supplies,383331.89,35,38,30,10,30,2026-01-10 00:00:00
AUC-0844,Logistics & Freight,Procurement Request #0844 - Logistics & Freight,418488.48,25,36,25,14,30,2026-04-17 00:00:00
AUC-0845,Manufacturing & Heavy Machinery,Procurement Request #0845 - Manufacturing & Heavy Machinery,225816.26,36,32,23,10,5,2026-02-12 00:00:00
AUC-0846,Healthcare & Medical Supplies,Procurement Request #0846 - Healthcare & Medical Supplies,158143.29,36,26,12,26,15,2026-04-19 00:00:00
AUC-0847,Construction & Infrastructure,Procurement Request #0847 - Construction & Infrastructure,137074.1,50,33,20,10,30,2026-06-28 00:00:00
AUC-0848,IT Hardware,Procurement Request #0848 - IT Hardware,105365.68,23,30,30,17,10,2026-06-12 00:00:00
AUC-0849,Raw Materials & Metals,Procurement Request #0849 - Raw Materials & Metals,38247.32,28,10,22,40,10,2026-06-11 00:00:00
AUC-0850,Logistics & Freight,Procurement Request #0850 - Logistics & Freight,177799.51,40,28,12,20,5,2026-02-11 00:00:00
AUC-0851,Software & Cloud Services,Procurement Request #0851 - Software & Cloud Services,142421.37,48,32,30,10,10,2026-06-03 00:00:00
AUC-0852,Healthcare & Medical Supplies,Procurement Request #0852 - Healthcare & Medical Supplies,483544.52,41,35,20,10,30,2026-05-04 00:00:00
AUC-0853,Manufacturing & Heavy Machinery,Procurement Request #0853 - Manufacturing & Heavy Machinery,283277.32,28,18,15,39,15,2026-03-15 00:00:00
AUC-0854,Software & Cloud Services,Procurement Request #0854 - Software & Cloud Services,180165.75,25,23,21,31,10,2026-04-12 00:00:00
AUC-0855,Raw Materials & Metals,Procurement Request #0855 - Raw Materials & Metals,294429.12,56,17,10,17,5,2026-05-24 00:00:00
AUC-0856,Healthcare & Medical Supplies,Procurement Request #0856 - Healthcare & Medical Supplies,78206.38,54,30,17,10,5,2026-04-30 00:00:00
AUC-0857,Software & Cloud Services,Procurement Request #0857 - Software & Cloud Services,227581.44,36,32,15,17,5,2026-04-14 00:00:00
AUC-0858,Construction & Infrastructure,Procurement Request #0858 - Construction & Infrastructure,316854.82,47,29,18,6,10,2026-01-24 00:00:00
AUC-0859,Logistics & Freight,Procurement Request #0859 - Logistics & Freight,249559.94,25,40,28,10,5,2026-01-05 00:00:00
AUC-0860,Healthcare & Medical Supplies,Procurement Request #0860 - Healthcare & Medical Supplies,206871.61,48,23,24,10,30,2026-02-01 00:00:00
AUC-0861,Software & Cloud Services,Procurement Request #0861 - Software & Cloud Services,496985.71,33,16,18,33,15,2026-05-08 00:00:00
AUC-0862,Raw Materials & Metals,Procurement Request #0862 - Raw Materials & Metals,441354.23,28,23,16,33,10,2026-03-15 00:00:00
AUC-0863,Healthcare & Medical Supplies,Procurement Request #0863 - Healthcare & Medical Supplies,315468.92,32,23,15,30,30,2026-02-08 00:00:00
AUC-0864,IT Hardware,Procurement Request #0864 - IT Hardware,288994.91,38,18,17,27,30,2026-03-06 00:00:00
AUC-0865,Logistics & Freight,Procurement Request #0865 - Logistics & Freight,314123.64,52,31,30,10,30,2026-01-23 00:00:00
AUC-0866,IT Hardware,Procurement Request #0866 - IT Hardware,108642.93,50,14,20,16,30,2026-06-26 00:00:00
AUC-0867,Software & Cloud Services,Procurement Request #0867 - Software & Cloud Services,203617.49,39,32,23,10,15,2026-01-20 00:00:00
AUC-0868,IT Hardware,Procurement Request #0868 - IT Hardware,29335.17,55,11,11,23,15,2026-03-03 00:00:00
AUC-0869,Raw Materials & Metals,Procurement Request #0869 - Raw Materials & Metals,243017.56,37,29,29,10,5,2026-01-03 00:00:00
AUC-0870,Logistics & Freight,Procurement Request #0870 - Logistics & Freight,276082.05,47,29,22,10,15,2026-04-13 00:00:00
AUC-0871,Healthcare & Medical Supplies,Procurement Request #0871 - Healthcare & Medical Supplies,121597.37,43,14,27,16,5,2026-05-30 00:00:00
AUC-0872,Software & Cloud Services,Procurement Request #0872 - Software & Cloud Services,482374.14,36,15,26,23,30,2026-03-29 00:00:00
AUC-0873,Raw Materials & Metals,Procurement Request #0873 - Raw Materials & Metals,455632.76,28,12,20,40,30,2026-02-07 00:00:00
AUC-0874,Logistics & Freight,Procurement Request #0874 - Logistics & Freight,363850.19,27,20,11,42,10,2026-05-09 00:00:00
AUC-0875,Manufacturing & Heavy Machinery,Procurement Request #0875 - Manufacturing & Heavy Machinery,271359.45,37,33,21,9,30,2026-03-15 00:00:00
AUC-0876,Logistics & Freight,Procurement Request #0876 - Logistics & Freight,436284.89,54,36,18,10,15,2026-04-23 00:00:00
AUC-0877,Software & Cloud Services,Procurement Request #0877 - Software & Cloud Services,74019.65,35,33,25,10,10,2026-05-24 00:00:00
AUC-0878,Manufacturing & Heavy Machinery,Procurement Request #0878 - Manufacturing & Heavy Machinery,397349.8,55,35,24,10,5,2026-02-19 00:00:00
AUC-0879,Software & Cloud Services,Procurement Request #0879 - Software & Cloud Services,71162.2,23,17,15,45,5,2026-05-02 00:00:00
AUC-0880,Logistics & Freight,Procurement Request #0880 - Logistics & Freight,399163.22,30,32,24,14,30,2026-01-31 00:00:00
AUC-0881,Raw Materials & Metals,Procurement Request #0881 - Raw Materials & Metals,145126.11,22,24,21,33,30,2026-04-29 00:00:00
AUC-0882,Raw Materials & Metals,Procurement Request #0882 - Raw Materials & Metals,439774.38,27,37,14,22,5,2026-04-01 00:00:00
AUC-0883,IT Hardware,Procurement Request #0883 - IT Hardware,472580.63,33,37,19,11,10,2026-02-14 00:00:00
AUC-0884,Healthcare & Medical Supplies,Procurement Request #0884 - Healthcare & Medical Supplies,82910.03,47,36,18,10,10,2026-05-31 00:00:00
AUC-0885,IT Hardware,Procurement Request #0885 - IT Hardware,236711.05,48,34,28,10,10,2026-04-18 00:00:00
AUC-0886,IT Hardware,Procurement Request #0886 - IT Hardware,490683.82,35,34,25,6,5,2026-03-27 00:00:00
AUC-0887,IT Hardware,Procurement Request #0887 - IT Hardware,246869.64,38,31,13,18,30,2026-04-07 00:00:00
AUC-0888,Construction & Infrastructure,Procurement Request #0888 - Construction & Infrastructure,433138.29,26,36,20,18,10,2026-01-09 00:00:00
AUC-0889,IT Hardware,Procurement Request #0889 - IT Hardware,298478.45,44,36,25,10,30,2026-06-11 00:00:00
AUC-0890,Logistics & Freight,Procurement Request #0890 - Logistics & Freight,193911.65,53,31,10,10,15,2026-01-13 00:00:00
AUC-0891,Healthcare & Medical Supplies,Procurement Request #0891 - Healthcare & Medical Supplies,150033.94,54,40,24,10,15,2026-05-27 00:00:00
AUC-0892,Software & Cloud Services,Procurement Request #0892 - Software & Cloud Services,109579.31,33,37,11,19,15,2026-03-25 00:00:00
AUC-0893,Manufacturing & Heavy Machinery,Procurement Request #0893 - Manufacturing & Heavy Machinery,383281.11,23,33,12,32,30,2026-01-25 00:00:00
AUC-0894,Raw Materials & Metals,Procurement Request #0894 - Raw Materials & Metals,199404.85,36,15,17,32,30,2026-01-24 00:00:00
AUC-0895,IT Hardware,Procurement Request #0895 - IT Hardware,260524.98,33,15,22,30,30,2026-03-15 00:00:00
AUC-0896,Healthcare & Medical Supplies,Procurement Request #0896 - Healthcare & Medical Supplies,251239.49,29,13,19,39,30,2026-04-22 00:00:00
AUC-0897,Healthcare & Medical Supplies,Procurement Request #0897 - Healthcare & Medical Supplies,292866.72,34,38,29,10,10,2026-04-03 00:00:00
AUC-0898,Healthcare & Medical Supplies,Procurement Request #0898 - Healthcare & Medical Supplies,434132.8,26,36,21,17,10,2026-05-07 00:00:00
AUC-0899,Raw Materials & Metals,Procurement Request #0899 - Raw Materials & Metals,490562.28,44,25,18,13,30,2026-01-25 00:00:00
AUC-0900,Manufacturing & Heavy Machinery,Procurement Request #0900 - Manufacturing & Heavy Machinery,209716.26,42,35,21,10,10,2026-04-23 00:00:00
AUC-0901,Healthcare & Medical Supplies,Procurement Request #0901 - Healthcare & Medical Supplies,415484.27,47,12,11,30,15,2026-04-30 00:00:00
AUC-0902,Healthcare & Medical Supplies,Procurement Request #0902 - Healthcare & Medical Supplies,384618.62,34,30,14,22,30,2026-05-16 00:00:00
AUC-0903,Healthcare & Medical Supplies,Procurement Request #0903 - Healthcare & Medical Supplies,291029.19,53,12,19,16,30,2026-04-23 00:00:00
AUC-0904,IT Hardware,Procurement Request #0904 - IT Hardware,478463.1,50,19,14,17,10,2026-06-26 00:00:00
AUC-0905,Logistics & Freight,Procurement Request #0905 - Logistics & Freight,108232.51,35,26,23,16,15,2026-05-27 00:00:00
AUC-0906,IT Hardware,Procurement Request #0906 - IT Hardware,63539.46,55,12,11,22,5,2026-05-12 00:00:00
AUC-0907,Raw Materials & Metals,Procurement Request #0907 - Raw Materials & Metals,428441.36,46,13,24,17,15,2026-04-02 00:00:00
AUC-0908,Logistics & Freight,Procurement Request #0908 - Logistics & Freight,225183.41,57,12,26,5,5,2026-01-31 00:00:00
AUC-0909,Healthcare & Medical Supplies,Procurement Request #0909 - Healthcare & Medical Supplies,425014.74,49,15,15,21,30,2026-01-13 00:00:00
AUC-0910,IT Hardware,Procurement Request #0910 - IT Hardware,447614.2,41,38,19,10,15,2026-06-01 00:00:00
AUC-0911,Healthcare & Medical Supplies,Procurement Request #0911 - Healthcare & Medical Supplies,40604.22,44,34,24,10,15,2026-03-30 00:00:00
AUC-0912,Manufacturing & Heavy Machinery,Procurement Request #0912 - Manufacturing & Heavy Machinery,442897.73,31,16,15,38,5,2026-06-05 00:00:00
AUC-0913,Logistics & Freight,Procurement Request #0913 - Logistics & Freight,229676.34,26,23,27,24,5,2026-01-03 00:00:00
AUC-0914,Raw Materials & Metals,Procurement Request #0914 - Raw Materials & Metals,260111.92,27,10,15,48,30,2026-04-29 00:00:00
AUC-0915,Healthcare & Medical Supplies,Procurement Request #0915 - Healthcare & Medical Supplies,317030.33,40,37,29,10,30,2026-03-20 00:00:00
AUC-0916,Construction & Infrastructure,Procurement Request #0916 - Construction & Infrastructure,463927.48,54,21,22,10,15,2026-01-24 00:00:00
AUC-0917,Software & Cloud Services,Procurement Request #0917 - Software & Cloud Services,19366.89,28,10,16,46,5,2026-01-06 00:00:00
AUC-0918,Healthcare & Medical Supplies,Procurement Request #0918 - Healthcare & Medical Supplies,243653.3,32,37,10,21,10,2026-05-05 00:00:00
AUC-0919,Healthcare & Medical Supplies,Procurement Request #0919 - Healthcare & Medical Supplies,346983.8,29,30,17,24,30,2026-06-11 00:00:00
AUC-0920,Manufacturing & Heavy Machinery,Procurement Request #0920 - Manufacturing & Heavy Machinery,364126.41,54,16,12,18,15,2026-04-30 00:00:00
AUC-0921,Software & Cloud Services,Procurement Request #0921 - Software & Cloud Services,349340.89,50,23,10,17,5,2026-02-13 00:00:00
AUC-0922,Software & Cloud Services,Procurement Request #0922 - Software & Cloud Services,75873.21,43,40,25,10,30,2026-01-07 00:00:00
AUC-0923,Manufacturing & Heavy Machinery,Procurement Request #0923 - Manufacturing & Heavy Machinery,156703.84,48,28,17,7,10,2026-03-18 00:00:00
AUC-0924,Construction & Infrastructure,Procurement Request #0924 - Construction & Infrastructure,185770.61,45,11,20,24,5,2026-01-28 00:00:00
AUC-0925,Healthcare & Medical Supplies,Procurement Request #0925 - Healthcare & Medical Supplies,404174.23,47,23,25,5,15,2026-01-11 00:00:00
AUC-0926,Raw Materials & Metals,Procurement Request #0926 - Raw Materials & Metals,146592.34,40,25,26,10,30,2026-03-02 00:00:00
AUC-0927,Healthcare & Medical Supplies,Procurement Request #0927 - Healthcare & Medical Supplies,113245.43,23,26,10,41,30,2026-05-29 00:00:00
AUC-0928,Logistics & Freight,Procurement Request #0928 - Logistics & Freight,479149.53,55,12,18,15,30,2026-05-03 00:00:00
AUC-0929,IT Hardware,Procurement Request #0929 - IT Hardware,14343.01,46,29,30,10,15,2026-04-26 00:00:00
AUC-0930,Healthcare & Medical Supplies,Procurement Request #0930 - Healthcare & Medical Supplies,498932.22,47,10,15,28,15,2026-02-20 00:00:00
AUC-0931,Raw Materials & Metals,Procurement Request #0931 - Raw Materials & Metals,341642.44,42,24,17,17,10,2026-06-01 00:00:00
AUC-0932,Healthcare & Medical Supplies,Procurement Request #0932 - Healthcare & Medical Supplies,415949.96,36,39,29,10,30,2026-02-04 00:00:00
AUC-0933,Logistics & Freight,Procurement Request #0933 - Logistics & Freight,154363.5,39,40,23,10,15,2026-05-02 00:00:00
AUC-0934,Manufacturing & Heavy Machinery,Procurement Request #0934 - Manufacturing & Heavy Machinery,17014.49,30,29,16,25,15,2026-06-27 00:00:00
AUC-0935,Healthcare & Medical Supplies,Procurement Request #0935 - Healthcare & Medical Supplies,371556.06,25,31,25,19,10,2026-02-15 00:00:00
AUC-0936,Software & Cloud Services,Procurement Request #0936 - Software & Cloud Services,418730.85,30,29,25,16,5,2026-04-18 00:00:00
AUC-0937,Raw Materials & Metals,Procurement Request #0937 - Raw Materials & Metals,372833.3,39,17,16,28,5,2026-01-06 00:00:00
AUC-0938,Logistics & Freight,Procurement Request #0938 - Logistics & Freight,79996.64,36,21,15,28,10,2026-05-10 00:00:00
AUC-0939,IT Hardware,Procurement Request #0939 - IT Hardware,379179.68,24,20,23,33,5,2026-06-09 00:00:00
AUC-0940,Software & Cloud Services,Procurement Request #0940 - Software & Cloud Services,386772.16,27,27,17,29,30,2026-03-09 00:00:00
AUC-0941,Logistics & Freight,Procurement Request #0941 - Logistics & Freight,332684.85,42,34,11,13,15,2026-02-09 00:00:00
AUC-0942,Manufacturing & Heavy Machinery,Procurement Request #0942 - Manufacturing & Heavy Machinery,385396.81,52,29,13,6,5,2026-04-24 00:00:00
AUC-0943,Manufacturing & Heavy Machinery,Procurement Request #0943 - Manufacturing & Heavy Machinery,424501.51,44,40,13,10,5,2026-06-07 00:00:00
AUC-0944,Construction & Infrastructure,Procurement Request #0944 - Construction & Infrastructure,310666.02,26,36,27,11,5,2026-05-11 00:00:00
AUC-0945,IT Hardware,Procurement Request #0945 - IT Hardware,53416.31,30,30,13,27,10,2026-04-04 00:00:00
AUC-0946,Software & Cloud Services,Procurement Request #0946 - Software & Cloud Services,248937.63,38,32,24,6,30,2026-01-27 00:00:00
AUC-0947,Software & Cloud Services,Procurement Request #0947 - Software & Cloud Services,48048.17,43,20,14,23,5,2026-02-22 00:00:00
AUC-0948,Raw Materials & Metals,Procurement Request #0948 - Raw Materials & Metals,209696.09,46,34,10,10,10,2026-05-03 00:00:00
AUC-0949,Logistics & Freight,Procurement Request #0949 - Logistics & Freight,209482.18,38,26,15,21,5,2026-03-11 00:00:00
AUC-0950,Logistics & Freight,Procurement Request #0950 - Logistics & Freight,42344.82,41,21,30,10,10,2026-02-09 00:00:00
AUC-0951,Manufacturing & Heavy Machinery,Procurement Request #0951 - Manufacturing & Heavy Machinery,180922.06,53,23,17,7,10,2026-04-21 00:00:00
AUC-0952,Raw Materials & Metals,Procurement Request #0952 - Raw Materials & Metals,64389.07,41,38,24,10,15,2026-01-09 00:00:00
AUC-0953,Raw Materials & Metals,Procurement Request #0953 - Raw Materials & Metals,406035.25,29,34,10,27,5,2026-01-23 00:00:00
AUC-0954,Logistics & Freight,Procurement Request #0954 - Logistics & Freight,474367.13,40,22,15,23,30,2026-01-17 00:00:00
AUC-0955,Raw Materials & Metals,Procurement Request #0955 - Raw Materials & Metals,45435.07,22,31,30,17,10,2026-05-29 00:00:00
AUC-0956,IT Hardware,Procurement Request #0956 - IT Hardware,478006.45,55,32,26,10,15,2026-04-19 00:00:00
AUC-0957,Raw Materials & Metals,Procurement Request #0957 - Raw Materials & Metals,266062.53,50,37,19,10,15,2026-03-31 00:00:00
AUC-0958,IT Hardware,Procurement Request #0958 - IT Hardware,156787.18,32,38,26,10,10,2026-06-30 00:00:00
AUC-0959,Raw Materials & Metals,Procurement Request #0959 - Raw Materials & Metals,47662.42,48,30,16,6,30,2026-06-29 00:00:00
AUC-0960,Logistics & Freight,Procurement Request #0960 - Logistics & Freight,255305.89,45,34,16,5,15,2026-01-23 00:00:00
AUC-0961,IT Hardware,Procurement Request #0961 - IT Hardware,399312.62,49,20,22,10,10,2026-05-15 00:00:00
AUC-0962,Construction & Infrastructure,Procurement Request #0962 - Construction & Infrastructure,356472.37,38,16,12,34,15,2026-05-15 00:00:00
AUC-0963,Logistics & Freight,Procurement Request #0963 - Logistics & Freight,34610.75,60,15,10,15,5,2026-05-20 00:00:00
AUC-0964,Construction & Infrastructure,Procurement Request #0964 - Construction & Infrastructure,45721.9,36,17,19,28,30,2026-05-11 00:00:00
AUC-0965,IT Hardware,Procurement Request #0965 - IT Hardware,207407.91,23,36,21,20,15,2026-06-11 00:00:00
AUC-0966,Construction & Infrastructure,Procurement Request #0966 - Construction & Infrastructure,154692.34,42,13,11,34,5,2026-04-26 00:00:00
AUC-0967,Logistics & Freight,Procurement Request #0967 - Logistics & Freight,123868.32,51,33,10,10,30,2026-03-29 00:00:00
AUC-0968,Software & Cloud Services,Procurement Request #0968 - Software & Cloud Services,147692.2,52,28,30,10,10,2026-04-01 00:00:00
AUC-0969,Logistics & Freight,Procurement Request #0969 - Logistics & Freight,403706.54,33,31,28,10,10,2026-04-08 00:00:00
AUC-0970,Construction & Infrastructure,Procurement Request #0970 - Construction & Infrastructure,465321.75,35,13,20,32,10,2026-04-04 00:00:00
AUC-0971,Raw Materials & Metals,Procurement Request #0971 - Raw Materials & Metals,208500.32,26,14,23,37,30,2026-01-22 00:00:00
